,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1509672,145,CASH_OUT,1767886.02,1767886.02,0.0,0.0,1767886.02,1,0
6362574,740,TRANSFER,1755647.81,1755647.81,0.0,0.0,0.0,1,0
5563378,386,CASH_OUT,442290.23,442290.23,0.0,0.0,442290.23,1,0
6259036,600,CASH_OUT,2095699.93,2095699.93,0.0,0.0,2095699.93,1,0
2010736,180,CASH_OUT,173309.11,173309.11,0.0,0.0,173309.11,1,0
1030638,80,CASH_OUT,173782.59,173782.59,0.0,3272453.63,3446236.22,1,0
204216,13,CASH_OUT,2686564.04,2686564.04,0.0,438199.37,3124763.41,1,0
6118832,537,CASH_OUT,266546.68,266546.68,0.0,0.0,266546.68,1,0
6276612,639,TRANSFER,45890.12,45890.12,0.0,0.0,0.0,1,0
6100673,523,CASH_OUT,248799.49,248799.49,0.0,323143.23,571942.72,1,0
6296015,671,CASH_OUT,0.0,0.0,0.0,27938.72,27938.72,1,0
665638,36,CASH_OUT,326884.31,326884.31,0.0,337428.2,664312.51,1,0
1048649,95,TRANSFER,53062.52,53062.52,0.0,0.0,0.0,1,0
1855925,164,TRANSFER,1191399.72,1191399.72,0.0,0.0,0.0,1,0
2029735,180,TRANSFER,8186519.17,8186519.17,0.0,0.0,0.0,1,0
5988249,415,TRANSFER,224230.16,224230.16,0.0,0.0,0.0,1,0
6008684,437,TRANSFER,8006429.04,8006429.04,0.0,0.0,0.0,1,0
5221150,370,TRANSFER,10000000.0,11653144.1,1653144.1,0.0,0.0,1,0
6040702,487,TRANSFER,1035401.2,1035401.2,0.0,0.0,0.0,1,0
6010862,444,CASH_OUT,3752520.6,3752520.6,0.0,1255946.49,5008467.09,1,0
6232269,592,TRANSFER,157272.13,157272.13,0.0,0.0,0.0,1,0
6292357,665,CASH_OUT,290491.12,290491.12,0.0,239594.76,530085.88,1,0
6351073,698,TRANSFER,1242226.78,1242226.78,0.0,0.0,0.0,1,0
5770037,400,TRANSFER,4598089.88,4598089.88,0.0,0.0,0.0,1,0
6018859,454,TRANSFER,404185.57,404185.57,0.0,0.0,0.0,1,0
6259924,603,TRANSFER,39247.74,39247.74,0.0,0.0,0.0,1,0
4410771,322,TRANSFER,20986.02,20986.02,0.0,0.0,0.0,1,0
1030398,61,CASH_OUT,55062.46,55062.46,0.0,0.0,55062.46,1,0
6032851,475,CASH_OUT,20111.45,20111.45,0.0,1431418.64,1451530.08,1,0
6261066,609,TRANSFER,76133.19,76133.19,0.0,0.0,0.0,1,0
5188007,363,CASH_OUT,692895.24,692895.24,0.0,716350.14,1409245.38,1,0
1503774,143,CASH_OUT,1608571.02,1608571.02,0.0,194993.54,1803564.56,1,0
6088895,522,CASH_OUT,59250.11,59250.11,0.0,1142307.7,1201557.81,1,0
2801102,219,CASH_OUT,248242.32,248242.32,0.0,8007.84,256250.16,1,0
4785650,341,TRANSFER,929787.24,929787.24,0.0,0.0,0.0,1,0
6201706,578,TRANSFER,152372.18,152372.18,0.0,0.0,0.0,1,0
6010917,445,CASH_OUT,2277862.67,2277862.67,0.0,6894555.29,9172417.96,1,0
4388729,316,CASH_OUT,634911.47,634911.47,0.0,8841.66,643753.13,1,0
586312,33,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1,0
6116736,528,CASH_OUT,2173367.35,2173367.35,0.0,476131.89,2649499.24,1,0
6358054,712,TRANSFER,344886.44,344886.44,0.0,0.0,0.0,1,0
6168681,558,TRANSFER,2190762.32,2190762.32,0.0,0.0,0.0,1,0
3071553,235,TRANSFER,638487.85,638487.85,0.0,0.0,0.0,1,0
6055677,498,TRANSFER,95064.86,95064.86,0.0,0.0,0.0,1,0
6127724,542,TRANSFER,736521.51,736521.51,0.0,0.0,0.0,1,0
4785637,340,CASH_OUT,26478.48,26478.48,0.0,403400.86,429879.34,1,0
4824970,346,CASH_OUT,516355.22,516355.22,0.0,146473.93,662829.14,1,0
2801140,224,CASH_OUT,8111.09,8111.09,0.0,0.0,8111.09,1,0
6027392,470,TRANSFER,913684.05,913684.05,0.0,0.0,0.0,1,0
1059517,101,CASH_OUT,2388251.16,2388251.16,0.0,2624386.6,5012637.76,1,0
6351210,701,CASH_OUT,496420.67,496420.67,0.0,16031.49,512452.16,1,0
6308245,685,TRANSFER,10000000.0,14886423.05,4886423.05,0.0,0.0,1,0
3064880,234,TRANSFER,450489.27,450489.27,0.0,0.0,0.0,1,0
6362380,724,TRANSFER,309488.9,309488.9,0.0,0.0,0.0,1,0
5563756,389,CASH_OUT,9060955.18,9060955.18,0.0,271460.43,9332415.62,1,0
1932163,170,TRANSFER,335859.86,335859.86,0.0,0.0,0.0,1,0
1030415,63,TRANSFER,197226.65,197226.65,0.0,0.0,0.0,1,0
6168021,552,TRANSFER,221077.97,221077.97,0.0,0.0,0.0,1,0
2089416,182,CASH_OUT,294989.71,294989.71,0.0,1657699.83,1952689.54,1,0
6065293,510,CASH_OUT,550231.35,550231.35,0.0,919044.92,1469276.27,1,0
2995385,232,TRANSFER,2898.09,2898.09,0.0,0.0,0.0,1,0
6160593,549,CASH_OUT,21662.5,21662.5,0.0,0.0,21662.5,1,0
1932233,176,TRANSFER,351332.16,351332.16,0.0,0.0,0.0,1,0
6296622,674,TRANSFER,10000000.0,16250438.78,6250438.78,0.0,0.0,1,0
6281819,653,TRANSFER,598426.68,598426.68,0.0,0.0,0.0,1,0
5990553,419,CASH_OUT,3118811.65,3118811.65,0.0,1163983.03,4282794.68,1,0
2699860,211,CASH_OUT,157137.97,157137.97,0.0,3163298.04,3320436.01,1,0
1070133,124,CASH_OUT,1399637.19,1399637.19,0.0,0.0,1399637.19,1,0
6351071,697,TRANSFER,1226390.31,1226390.31,0.0,0.0,0.0,1,0
5563768,390,CASH_OUT,964544.37,964544.37,0.0,0.0,964544.37,1,0
6227075,591,CASH_OUT,906270.63,906270.63,0.0,221709.79,1127980.43,1,0
6185979,567,TRANSFER,3596.83,3596.83,0.0,0.0,0.0,1,0
3848222,282,CASH_OUT,1709224.02,1709224.02,0.0,58103.22,1767327.24,1,0
6080945,520,TRANSFER,1459180.14,1459180.14,0.0,0.0,0.0,1,0
4785638,340,TRANSFER,4896179.38,4896179.38,0.0,0.0,0.0,1,0
4046301,300,TRANSFER,264058.41,264058.41,0.0,0.0,0.0,1,0
5970974,406,CASH_OUT,669627.43,669627.43,0.0,0.0,669627.43,1,0
586311,33,TRANSFER,10000000.0,19887819.06,9887819.06,0.0,0.0,1,0
6273205,636,CASH_OUT,222517.07,222517.07,0.0,130580.85,353097.93,1,0
2368504,191,CASH_OUT,135200.37,135200.37,0.0,84522.15,219722.52,1,0
6362453,730,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1,0
6223226,590,TRANSFER,2117503.53,2117503.53,0.0,0.0,0.0,1,0
1202674,133,TRANSFER,899782.7,899782.7,0.0,0.0,0.0,1,0
6118268,533,TRANSFER,495977.84,495977.84,0.0,0.0,0.0,1,0
6242328,595,TRANSFER,2209035.37,2209035.37,0.0,0.0,0.0,1,0
1967847,178,CASH_OUT,85017.99,85017.99,0.0,0.0,85017.99,1,0
4525880,326,TRANSFER,6546019.0,6546019.0,0.0,0.0,0.0,1,0
5458343,379,CASH_OUT,284000.25,284000.25,0.0,0.0,284000.25,1,0
4793604,345,CASH_OUT,132973.41,132973.41,0.0,0.0,132973.41,1,0
5563713,387,TRANSFER,4892193.09,4892193.09,4892193.09,0.0,0.0,1,1
1537598,154,TRANSFER,3424092.39,3424092.39,0.0,0.0,0.0,1,0
6269758,619,CASH_OUT,347893.16,347893.16,0.0,0.0,347893.16,1,0
1030713,86,TRANSFER,21829.31,21829.31,0.0,0.0,0.0,1,0
6019722,457,TRANSFER,1017016.67,1017016.67,0.0,0.0,0.0,1,0
6362505,733,CASH_OUT,57543.34,57543.34,0.0,0.0,57543.34,1,0
6266289,616,TRANSFER,89846.18,89846.18,0.0,0.0,0.0,1,0
5988258,415,CASH_OUT,191834.14,191834.14,0.0,105924.3,297758.43,1,0
1059617,109,CASH_OUT,177344.53,177344.53,0.0,567501.75,744846.28,1,0
6284987,659,TRANSFER,50577.26,50577.26,0.0,0.0,0.0,1,0
555101,22,TRANSFER,235512.2,235512.2,0.0,0.0,0.0,1,0
6020171,459,CASH_OUT,277611.08,277611.08,0.0,1588077.25,1865688.33,1,0
4785633,339,CASH_OUT,1532281.61,1532281.61,0.0,0.0,1532281.61,1,0
2849894,227,TRANSFER,114889.61,114889.61,0.0,0.0,0.0,1,0
10218,7,TRANSFER,21729.0,21729.0,0.0,0.0,0.0,1,0
6353619,706,TRANSFER,265961.0,265961.0,0.0,0.0,0.0,1,0
5563726,387,CASH_OUT,9110884.44,9110884.44,0.0,0.0,9110884.44,1,0
6020332,463,TRANSFER,1168274.14,1168274.14,0.0,0.0,0.0,1,0
6063555,503,CASH_OUT,56290.17,56290.17,0.0,10484036.58,10540326.75,1,0
5987913,410,CASH_OUT,1232013.7,1232013.7,0.0,0.0,1232013.7,1,0
136420,11,CASH_OUT,2100.0,2100.0,0.0,112512.48,114612.48,1,0
6256719,598,TRANSFER,453699.35,453699.35,0.0,0.0,0.0,1,0
5338221,374,CASH_OUT,700523.69,700523.69,0.0,1633037.51,2333561.21,1,0
6010879,445,TRANSFER,100433.21,100433.21,0.0,0.0,0.0,1,0
6061939,502,TRANSFER,613020.85,613020.85,0.0,0.0,0.0,1,0
6362344,720,TRANSFER,71439.81,71439.81,0.0,0.0,0.0,1,0
6018797,453,TRANSFER,2600970.32,2600970.32,0.0,0.0,0.0,1,0
1030385,60,TRANSFER,581421.85,581421.85,0.0,0.0,0.0,1,0
819199,40,CASH_OUT,31930.24,31930.24,0.0,113287.58,145217.82,1,0
6127725,542,CASH_OUT,736521.51,736521.51,0.0,77874.55,814396.06,1,0
6020324,462,TRANSFER,155028.83,155028.83,0.0,0.0,0.0,1,0
5115794,356,TRANSFER,7360.15,7360.15,0.0,0.0,0.0,1,0
2371144,191,CASH_OUT,132294.93,132294.93,0.0,640652.41,772947.34,1,0
4785630,339,TRANSFER,373531.87,373531.87,0.0,0.0,0.0,1,0
1059544,103,TRANSFER,639468.22,639468.22,0.0,0.0,0.0,1,0
1030339,58,TRANSFER,106673.26,106673.26,0.0,0.0,0.0,1,0
6252830,596,TRANSFER,204721.27,204721.27,0.0,0.0,0.0,1,0
6020314,462,TRANSFER,151994.59,151994.59,0.0,0.0,0.0,1,0
556521,22,TRANSFER,379878.0,379878.0,0.0,0.0,0.0,1,0
6279180,643,CASH_OUT,352179.76,352179.76,0.0,350816.33,702996.09,1,0
2975525,231,TRANSFER,273821.76,273821.76,0.0,0.0,0.0,1,0
6312187,686,TRANSFER,160088.68,160088.68,0.0,0.0,0.0,1,0
5563763,390,TRANSFER,1195842.37,1195842.37,0.0,0.0,0.0,1,0
6122463,540,TRANSFER,3707342.38,3707342.38,0.0,0.0,0.0,1,0
3611012,271,CASH_OUT,1621056.88,1621056.88,0.0,511091.84,2132148.72,1,0
6194196,572,TRANSFER,1351104.53,1351104.53,0.0,0.0,0.0,1,0
1410161,139,TRANSFER,11653.98,11653.98,0.0,0.0,0.0,1,0
6042216,490,TRANSFER,1927403.83,1927403.83,0.0,0.0,0.0,1,0
6202686,583,TRANSFER,1764389.11,1764389.11,0.0,0.0,0.0,1,0
6055690,499,CASH_OUT,558136.45,558136.45,0.0,82549.61,640686.06,1,0
4103,3,TRANSFER,10539.37,10539.37,0.0,0.0,0.0,1,0
5563509,386,TRANSFER,1975271.77,1975271.77,0.0,0.0,0.0,1,0
4387723,313,CASH_OUT,124121.57,124121.57,0.0,413610.96,537732.53,1,0
6055414,496,CASH_OUT,30171.95,30171.95,0.0,3334845.4,3365017.36,1,0
4863913,348,TRANSFER,291264.2,291264.2,0.0,0.0,0.0,1,0
5072054,355,TRANSFER,5338162.8,5338162.8,0.0,0.0,0.0,1,0
5187987,362,CASH_OUT,1891921.94,1891921.94,0.0,66224.04,1958145.98,1,0
5563374,386,TRANSFER,6063657.03,6063657.03,0.0,0.0,0.0,1,0
6020207,460,CASH_OUT,440962.56,440962.56,0.0,1196175.58,1637138.14,1,0
1030630,79,CASH_OUT,61178.51,61178.51,0.0,238787.35,299965.86,1,0
6268641,617,TRANSFER,1398166.84,1398166.84,0.0,0.0,0.0,1,0
2736446,212,TRANSFER,4953893.08,4953893.08,4953893.08,0.0,0.0,1,1
1511355,150,CASH_OUT,1335959.76,1335959.76,0.0,73654.55,1409614.31,1,0
6336148,691,CASH_OUT,32935.25,32935.25,0.0,0.0,32935.25,1,0
6346288,694,CASH_OUT,292815.44,292815.44,0.0,0.0,292815.44,1,0
6349483,695,TRANSFER,1305754.09,1305754.09,0.0,0.0,0.0,1,0
2801145,224,TRANSFER,1150717.15,1150717.15,0.0,0.0,0.0,1,0
6062098,502,CASH_OUT,66066.73,66066.73,0.0,0.0,66066.73,1,0
5293162,373,CASH_OUT,4294676.05,4294676.05,0.0,1061317.39,5355993.45,1,0
2798790,217,CASH_OUT,13266.93,13266.93,0.0,963180.13,976447.07,1,0
5996414,425,CASH_OUT,287720.41,287720.41,0.0,174700.67,462421.08,1,0
3612962,273,TRANSFER,95235.46,95235.46,0.0,0.0,0.0,1,0
1059600,107,TRANSFER,418691.02,418691.02,0.0,0.0,0.0,1,0
6351238,703,CASH_OUT,13024.95,13024.95,0.0,0.0,13024.95,1,0
1059518,101,TRANSFER,2222544.0,2222544.0,0.0,0.0,0.0,1,0
6020326,462,TRANSFER,167743.93,167743.93,0.0,0.0,0.0,1,0
1030621,78,TRANSFER,1735647.47,1735647.47,0.0,0.0,0.0,1,0
6270344,619,TRANSFER,1289142.33,1289142.33,0.0,0.0,0.0,1,0
1343287,137,TRANSFER,1010857.38,1010857.38,0.0,0.0,0.0,1,0
1030578,74,CASH_OUT,2451423.58,2451423.58,0.0,4870.65,2456294.22,1,0
3610073,265,TRANSFER,5721871.91,5721871.91,0.0,0.0,0.0,1,0
1030357,59,TRANSFER,3904257.51,3904257.51,0.0,0.0,0.0,1,0
1908585,166,CASH_OUT,49966.72,49966.72,0.0,2190371.38,2394605.54,1,0
4613843,329,CASH_OUT,3551022.86,3551022.86,0.0,196995.31,3748018.17,1,0
6074063,515,TRANSFER,12804.74,12804.74,0.0,0.0,0.0,1,0
1030281,52,TRANSFER,128426.58,128426.58,0.0,0.0,0.0,1,0
6048631,492,CASH_OUT,162192.78,162192.78,0.0,0.0,162192.78,1,0
4541724,326,CASH_OUT,829645.3,829645.3,0.0,0.0,829645.3,1,0
6351149,699,TRANSFER,257643.59,257643.59,0.0,0.0,0.0,1,0
2340171,189,TRANSFER,358529.2,358529.2,0.0,0.0,0.0,1,0
4214416,305,TRANSFER,456930.88,456930.88,0.0,0.0,0.0,1,0
3191414,241,TRANSFER,128718.59,128718.59,0.0,0.0,0.0,1,0
5980078,408,TRANSFER,2567602.1,2567602.1,0.0,0.0,0.0,1,0
6272318,621,CASH_OUT,3054359.4,3054359.4,0.0,1537363.06,4591722.45,1,0
2382150,197,TRANSFER,486060.16,486060.16,0.0,0.0,0.0,1,0
1932214,174,CASH_OUT,31045.76,31045.76,0.0,2081308.37,2112354.13,1,0
1511388,152,TRANSFER,102945.99,102945.99,0.0,0.0,0.0,1,0
1030631,79,TRANSFER,664992.86,664992.86,0.0,0.0,0.0,1,0
6273155,632,CASH_OUT,480404.03,480404.03,0.0,40564.78,520968.81,1,0
6273146,631,TRANSFER,2391612.36,2391612.36,0.0,0.0,0.0,1,0
4785643,340,CASH_OUT,4677358.76,4677358.76,0.0,0.0,4677358.76,1,0
6039802,485,TRANSFER,2755588.11,2755588.11,0.0,0.0,0.0,1,0
1030361,59,TRANSFER,21174.45,21174.45,0.0,0.0,0.0,1,0
6283800,657,TRANSFER,41428.9,41428.9,0.0,0.0,0.0,1,0
6168728,561,CASH_OUT,897131.97,897131.97,0.0,533166.71,1430298.68,1,0
6281497,648,CASH_OUT,468638.03,468638.03,0.0,3070090.72,3538728.75,1,0
3609742,265,TRANSFER,3929113.14,3929113.14,0.0,0.0,0.0,1,0
6271787,620,TRANSFER,260408.9,260408.9,0.0,0.0,0.0,1,0
3959664,289,CASH_OUT,87219.11,87219.11,0.0,45443.64,132662.75,1,0
6304739,684,CASH_OUT,168303.36,168303.36,0.0,372764.3,541067.66,1,0
12214,7,TRANSFER,21571.0,21571.0,0.0,0.0,0.0,1,0
6027402,470,TRANSFER,120843.94,120843.94,0.0,0.0,0.0,1,0
1030447,65,TRANSFER,174923.28,174923.28,0.0,0.0,0.0,1,0
1030580,74,CASH_OUT,59813.61,59813.61,0.0,0.0,59813.61,1,0
5994223,420,CASH_OUT,116489.77,116489.77,0.0,0.0,116489.77,1,0
4268783,307,TRANSFER,272187.2,272187.2,0.0,0.0,0.0,1,0
4667521,330,TRANSFER,40388.58,40388.58,0.0,0.0,0.0,1,0
6362393,725,CASH_OUT,123259.24,123259.24,0.0,1175578.47,1298837.71,1,0
6020308,461,TRANSFER,226689.16,226689.16,0.0,0.0,0.0,1,0
5823886,402,CASH_OUT,48266.8,48266.8,0.0,77475.93,125742.73,1,0
6296740,679,CASH_OUT,198383.8,198383.8,0.0,2367972.08,2566355.88,1,0
687726,36,TRANSFER,103056.0,103056.0,0.0,0.0,0.0,1,0
4645692,330,TRANSFER,9198459.96,9198459.96,0.0,0.0,0.0,1,0
6277529,640,TRANSFER,1266752.6,1266752.6,0.0,0.0,0.0,1,0
6266282,615,CASH_OUT,368973.39,368973.39,0.0,131867.63,500841.01,1,0
5700981,398,CASH_OUT,31334.57,31334.57,0.0,0.0,31334.57,1,0
6281801,652,TRANSFER,2911505.23,2911505.23,0.0,0.0,0.0,1,0
3905597,284,CASH_OUT,164502.06,164502.06,0.0,252850.62,417352.68,1,0
3271320,251,TRANSFER,609416.21,609416.21,0.0,0.0,0.0,1,0
6259951,605,CASH_OUT,504532.72,504532.72,0.0,0.0,504532.72,1,0
6168699,559,TRANSFER,175290.91,175290.91,0.0,0.0,0.0,1,0
6001556,427,TRANSFER,4892226.25,4892226.25,0.0,0.0,0.0,1,0
1496375,142,TRANSFER,6168077.6,6168077.6,0.0,0.0,0.0,1,0
6351239,704,TRANSFER,8813323.11,8813323.11,0.0,0.0,0.0,1,0
3628555,274,CASH_OUT,5052211.09,5052211.09,0.0,6890050.56,11942261.64,1,0
6168702,559,CASH_OUT,55539.89,55539.89,0.0,498366.47,553906.36,1,0
3106112,235,CASH_OUT,309958.79,309958.79,0.0,0.0,247510.12,1,0
6351196,700,CASH_OUT,635409.32,635409.32,0.0,1500157.41,2135566.73,1,0
3609350,265,CASH_OUT,881187.51,881187.51,0.0,35321.01,916508.52,1,0
6060437,500,TRANSFER,21832.43,21832.43,0.0,0.0,0.0,1,0
6304738,684,TRANSFER,168303.36,168303.36,0.0,0.0,0.0,1,0
14861,8,CASH_OUT,181728.11,0.0,0.0,11397.0,184477.77,1,0
1540834,154,CASH_OUT,141837.8,141837.8,0.0,5845089.37,5986927.17,1,0
1030477,66,TRANSFER,79441.66,79441.66,0.0,0.0,0.0,1,0
6296673,677,CASH_OUT,1600721.32,1600721.32,0.0,0.0,1600721.32,1,0
6351182,699,TRANSFER,215013.3,215013.3,0.0,0.0,0.0,1,0
2752775,212,CASH_OUT,1947807.58,1947807.58,0.0,149.0,1947956.58,1,0
6281474,646,TRANSFER,10000000.0,50399045.08,40399045.08,0.0,0.0,1,0
3222407,250,TRANSFER,52795.24,52795.24,0.0,0.0,0.0,1,0
5563721,387,TRANSFER,10000000.0,29110884.44,19110884.44,0.0,0.0,1,0
6336980,691,CASH_OUT,116636.06,116636.06,0.0,0.0,116636.06,1,0
6118823,537,TRANSFER,340119.98,340119.98,0.0,0.0,0.0,1,0
1030704,85,CASH_OUT,1440705.58,1440705.58,0.0,0.0,1440705.58,1,0
6272031,621,CASH_OUT,348751.45,348751.45,0.0,698.29,349449.75,1,0
6008701,438,CASH_OUT,4626269.69,4626269.69,0.0,4501183.12,9127452.81,1,0
6001559,427,CASH_OUT,225324.05,225324.05,0.0,9125.63,234449.67,1,0
680,1,TRANSFER,20128.0,20128.0,0.0,0.0,0.0,1,0
2370764,191,TRANSFER,2815.61,2815.61,0.0,0.0,0.0,1,0
6359826,715,TRANSFER,1390048.67,1390048.67,0.0,0.0,0.0,1,0
3697537,277,CASH_OUT,191427.4,191427.4,0.0,1248290.65,1439718.05,1,0
6292294,664,TRANSFER,639991.03,639991.03,0.0,0.0,0.0,1,0
6321721,688,CASH_OUT,7442005.19,7442005.19,0.0,0.0,7442005.19,1,0
2371143,191,TRANSFER,132294.93,132294.93,0.0,0.0,0.0,1,0
3593088,262,CASH_OUT,68230.32,68230.32,0.0,0.0,68230.32,1,0
6362584,741,TRANSFER,5674547.89,5674547.89,5674547.89,0.0,0.0,1,1
6039808,486,TRANSFER,143500.62,143500.62,0.0,0.0,0.0,1,0
6121273,538,CASH_OUT,37436.78,37436.78,0.0,0.0,37436.78,1,0
6100672,523,TRANSFER,248799.49,248799.49,0.0,0.0,0.0,1,0
6061820,501,CASH_OUT,9301213.46,9301213.46,0.0,277228.74,9578442.2,1,0
6272188,621,CASH_OUT,425861.93,425861.93,0.0,203280.85,629142.78,1,0
1976652,178,TRANSFER,2222008.27,2222008.27,0.0,0.0,0.0,1,0
1030335,58,TRANSFER,246938.77,246938.77,0.0,0.0,0.0,1,0
3148385,236,CASH_OUT,4121986.59,4121986.59,0.0,0.0,4121986.59,1,0
576027,26,TRANSFER,1646181.09,1646181.09,0.0,0.0,0.0,1,0
1059579,105,CASH_OUT,511379.9,511379.9,0.0,3439249.7,3950629.6,1,0
6082018,521,CASH_OUT,28835.93,28835.93,0.0,263633.63,292469.56,1,0
6276603,638,CASH_OUT,7788725.2,7788725.2,0.0,26829584.15,34618309.35,1,0
2381687,194,TRANSFER,452294.74,452294.74,0.0,0.0,0.0,1,0
6351205,701,TRANSFER,91882.6,91882.6,0.0,0.0,0.0,1,0
5159631,357,TRANSFER,10000000.0,10653151.55,653151.55,0.0,0.0,1,0
3668999,276,TRANSFER,124696.98,124696.98,0.0,0.0,0.0,1,0
1236188,134,CASH_OUT,2460110.25,2460110.25,0.0,144735.49,2604845.74,1,0
6008435,436,TRANSFER,1532229.72,1532229.72,0.0,0.0,0.0,1,0
6008119,431,CASH_OUT,966389.93,966389.93,0.0,0.0,966389.93,1,0
2780305,214,TRANSFER,39525.63,39525.63,0.0,0.0,0.0,1,0
1070080,123,TRANSFER,6351930.74,6351930.74,0.0,0.0,0.0,1,0
1030416,63,CASH_OUT,197226.65,197226.65,0.0,0.0,197226.65,1,0
4388760,318,TRANSFER,756426.12,756426.12,0.0,0.0,0.0,1,0
2875499,227,CASH_OUT,210.92,210.92,0.0,3437310.4,3437521.31,1,0
6358379,714,TRANSFER,1262207.3,1262207.3,0.0,0.0,0.0,1,0
5987903,410,CASH_OUT,124202.04,124202.04,0.0,4212193.08,4336395.13,1,0
6062101,502,CASH_OUT,1673066.07,1673066.07,0.0,3680384.06,5353450.13,1,0
4372139,310,TRANSFER,1868438.44,1868438.44,0.0,0.0,0.0,1,0
576353,31,CASH_OUT,120406.39,120406.39,0.0,0.0,120406.39,1,0
1687646,159,TRANSFER,20225.17,20225.17,0.0,0.0,0.0,1,0
1030613,77,TRANSFER,2149976.69,2149976.69,0.0,0.0,0.0,1,0
6168727,561,TRANSFER,897131.97,897131.97,0.0,0.0,0.0,1,0
1059681,116,CASH_OUT,12477.96,12477.96,0.0,0.0,12477.96,1,0
6283817,658,CASH_OUT,619824.64,619824.64,0.0,1420676.78,2040501.42,1,0
5987928,411,TRANSFER,365069.45,365069.45,0.0,0.0,0.0,1,0
5570282,393,CASH_OUT,290198.92,290198.92,0.0,0.0,290198.92,1,0
6020322,462,TRANSFER,46190.9,46190.9,0.0,0.0,0.0,1,0
1502107,143,TRANSFER,3222396.0,3222396.0,0.0,0.0,0.0,1,0
6040730,488,TRANSFER,27696.89,27696.89,0.0,0.0,0.0,1,0
6296634,675,CASH_OUT,43440.97,43440.97,0.0,0.0,43440.97,1,0
6329815,690,CASH_OUT,3887853.15,3887853.15,0.0,3977835.62,7865688.77,1,0
1060034,119,CASH_OUT,1082718.08,1082718.08,0.0,0.0,1082718.08,1,0
5987904,410,TRANSFER,557950.06,557950.06,0.0,0.0,0.0,1,0
202361,13,TRANSFER,1161495.82,1161495.82,0.0,0.0,0.0,1,0
5875184,403,CASH_OUT,949979.11,949979.11,0.0,0.0,949979.11,1,0
204215,13,TRANSFER,2686564.04,2686564.04,0.0,0.0,0.0,1,0
5762775,400,TRANSFER,436757.76,436757.76,0.0,0.0,0.0,1,0
4745572,333,TRANSFER,17207.65,17207.65,0.0,0.0,0.0,1,0
5563724,387,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1,0
4929504,350,TRANSFER,5963850.34,5963850.34,0.0,0.0,0.0,1,0
1511332,149,TRANSFER,3567795.25,3567795.25,0.0,0.0,0.0,1,0
6194198,572,TRANSFER,210952.24,210952.24,0.0,0.0,0.0,1,0
4902605,349,TRANSFER,977805.62,977805.62,0.0,0.0,0.0,1,0
6020346,464,TRANSFER,1027963.96,1027963.96,0.0,0.0,0.0,1,0
6161090,549,TRANSFER,29473.67,29473.67,0.0,0.0,0.0,1,0
4217367,305,CASH_OUT,39342.59,39342.59,0.0,0.0,39342.59,1,0
4718486,332,CASH_OUT,282018.0,282018.0,0.0,2255136.89,2537154.89,1,0
6296680,678,TRANSFER,749316.7,749316.7,0.0,0.0,0.0,1,0
6265345,614,TRANSFER,424700.99,424700.99,0.0,0.0,0.0,1,0
3542877,260,TRANSFER,10000000.0,10175597.64,175597.64,0.0,0.0,1,0
3657624,275,TRANSFER,4162555.99,4162555.99,0.0,0.0,0.0,1,0
1030665,83,TRANSFER,1534926.96,1534926.96,0.0,0.0,0.0,1,0
6296004,671,TRANSFER,36956.27,36956.27,0.0,0.0,0.0,1,0
4723177,332,TRANSFER,301579.42,301579.42,0.0,0.0,0.0,1,0
5988256,415,CASH_OUT,461369.99,461369.99,0.0,2572575.13,3033945.11,1,0
1511372,151,TRANSFER,147080.42,147080.42,0.0,0.0,0.0,1,0
5188022,365,TRANSFER,31315.51,31315.51,0.0,0.0,0.0,1,0
6194192,572,TRANSFER,2000718.2,2000718.2,0.0,0.0,0.0,1,0
3176979,238,TRANSFER,1530.84,1530.84,0.0,0.0,0.0,1,0
6271783,620,TRANSFER,295205.08,295205.08,0.0,0.0,0.0,1,0
3756943,279,CASH_OUT,145982.36,145982.36,0.0,800.0,0.0,1,0
5994348,421,TRANSFER,19729.68,19729.68,0.0,0.0,0.0,1,0
6351254,704,CASH_OUT,391855.44,391855.44,0.0,236228.52,628083.96,1,0
6064034,504,TRANSFER,1380940.73,1380940.73,0.0,0.0,0.0,1,0
896772,42,CASH_IN,147629.55,8295446.45,8443076.0,1775420.55,1627791.0,0,0
3711337,277,CASH_OUT,210808.17,0.0,0.0,245710.8,456518.97,0,0
1611033,156,CASH_OUT,396128.96,10003.0,0.0,1293253.96,1689382.92,0,0
1959765,178,CASH_IN,180942.66,914342.37,1095285.03,3198998.91,3018056.25,0,0
1141564,131,CASH_IN,264588.43,786725.84,1051314.27,1979968.99,1715380.56,0,0
6111863,526,TRANSFER,2182992.94,98450.17,0.0,6547180.45,8730173.39,0,0
2414883,202,CASH_IN,18362.69,14111278.41,14129641.1,28835.91,10473.22,0,0
1427073,139,CASH_IN,174260.84,9889445.12,10063705.95,682140.5,507879.66,0,0
5073882,355,CASH_OUT,136990.57,4830.0,0.0,0.0,48058.92,0,0
776796,39,CASH_IN,337498.41,332.0,337830.41,171319.96,0.0,0,0
